Year,Month,n_days,Rg_f,Ta_f,Tmax,Tmin,RH_f,Ts_f,Precip,SWC,LAI,ET,WS_f
2006,5,21,28.0745568,13155,19665,7.01100000000002,58.8212,-9999,0,-9999,-9999,-9999,0.752516
2006,5,22,28.667088,15242,21463,9.33300000000003,52.5574,-9999,0,-9999,-9999,-9999,0.303266
2006,5,23,21.8726784,16292,21863,11447,55.8374,-9999,0,-9999,-9999,-9999,0.301876
2006,5,24,26.8196832,14422,19784,10203,67.9222,-9999,3.58776,-9999,-9999,-9999,1.78647
2006,5,25,30.4533216,11.83,17353,7.79000000000002,42.4116,-9999,0,-9999,-9999,-9999,1.62714
2006,5,26,20.6296416,14462,20821,7.73700000000002,46.6819,-9999,0,-9999,-9999,-9999,1.89128
2006,5,27,27.3614112,20056,26928,14554,63.3845,-9999,0.79847856,-9999,-9999,-9999,3.18082
2006,5,28,18.9283392,19.43,25031,15624,73.8021,-9999,2.38301568,-9999,-9999,-9999,1.87839
2006,5,29,11.8790496,16.87,21206,13989,94.1057,-9999,12.6093888,-9999,-9999,-9999,0.570482
2006,5,30,7.98119136,16064,20881,13347,97.7473,-9999,6.4565856,-9999,-9999,-9999,2.37446
2006,5,31,13.1907744,17.21,23788,12665,96.9181,-9999,14.178672,-9999,-9999,-9999,1.02093
2006,6,1,16.4088288,13935,20246,8.96900000000005,95.1986,-9999,17.860608,-9999,-9999,-9999,0.712558
2006,6,2,24.2165376,13611,19977,8.46700000000004,90.8103,-9999,10.4175072,-9999,-9999,-9999,1.40508
2006,6,3,27.996192,14294,20658,8.12800000000004,91.6613,-9999,5.69832192,-9999,-9999,-9999,0.988468
2006,6,4,26.8044768,15849,22173,9.32300000000004,92893,-9999,3.94668288,-9999,-9999,-9999,1.31599
2006,6,5,25.2200736,16.94,23285,11417,93.4644,-9999,9.5338944,-9999,-9999,-9999,1.5085
2006,6,6,21.132576,17161,22.67,11706,94.3289,-9999,12.630384,-9999,-9999,-9999,1.56753
2006,6,7,15.0498432,17095,22062,13143,95.1989,-9999,20.8960992,-9999,-9999,-9999,1.53686
2006,6,8,17.8867008,16.55,21196,12694,92.3952,-9999,13.7499552,-9999,-9999,-9999,1.35421
2006,6,9,22.8887424,16937,22027,12.29,89.2623,-9999,3.94185312,-9999,-9999,-9999,1.27905
2006,6,10,21.9616704,16671,21.21,12772,92.3707,-9999,17.2824192,-9999,-9999,-9999,1.28041
2006,6,11,23.2645824,14397,18796,11012,72232,-9999,0,-9999,-9999,-9999,3.25562
2006,6,12,28.0977984,13383,18507,8.98099999999999,57.2067,-9999,0,-9999,-9999,-9999,1.62471
2006,6,13,27.316656,16154,21543,10115,53.4354,-9999,0,-9999,-9999,-9999,0.847929
2006,6,14,20.6489088,16476,20358,12713,70.3499,-9999,1.97394624,-9999,-9999,-9999,0.467421
2006,6,15,22.5710496,16473,21155,12206,81.5849,-9999,3.51251424,-9999,-9999,-9999,0.782666
2006,6,16,24.3344736,17423,22053,12676,78.9144,-9999,0.522621504,-9999,-9999,-9999,0.464783
2006,6,17,17.6737248,17855,22073,13741,87.6496,-9999,6.35998176,-9999,-9999,-9999,1195
2006,6,18,23.843376,13919,18071,9.94800000000004,69.6878,-9999,1.36112832,-9999,-9999,-9999,4.26718
2006,6,19,28.418256,11615,16685,7.37600000000003,49.8909,-9999,0,-9999,-9999,-9999,1.9631
2006,6,20,23.0119488,14418,19801,9.29600000000005,55.6052,-9999,0,-9999,-9999,-9999,0.851143
2006,6,21,5.4392256,14875,19154,11288,75.4191,-9999,0.309045888,-9999,-9999,-9999,1.24762
2006,6,22,9.2626848,14949,18907,11458,81817,-9999,7.57820448,-9999,-9999,-9999,1.49821
2006,6,23,7.286976,16631,20924,12.16,82.4759,-9999,0.808091424,-9999,-9999,-9999,1.13066
2006,6,24,12.4102368,18981,24489,15.35,86.1584,-9999,9.1793952,-9999,-9999,-9999,2.21213
2006,6,25,14.932944,13722,18377,9.84300000000002,79.9793,-9999,1.15191072,-9999,-9999,-9999,1.91416
2006,6,26,20.9157984,16806,22.51,11027,86.0355,-9999,8.54061408,-9999,-9999,-9999,1.85306
2006,6,27,17.0386848,20.17,25452,15538,91.2494,-9999,12.3891552,-9999,-9999,-9999,0.987867
2006,6,28,23.5567872,21399,26567,16007,89.3612,-9999,3.62824704,-9999,-9999,-9999,0.509344
2006,6,29,23.2028928,22311,27337,17234,89.3054,-9999,4.6540224,-9999,-9999,-9999,0.548206
2006,6,30,14.2687872,20651,26.5700000000001,15.76,90.1605,-9999,17.7969312,-9999,-9999,-9999,2.09116
2006,7,1,22.7718432,14365,20282,9.99700000000001,73.6703,-9999,0,-9999,-9999,-9999,2.97209
2006,7,2,26.4758112,14419,20439,8.70800000000003,63.3142,-9999,0,-9999,-9999,-9999,1.36211
2006,7,3,25.2094464,18699,24.69,12.84,65.9549,-9999,0,-9999,-9999,-9999,1.40298
2006,7,4,16.7609088,17637,22.37,13489,85.6761,-9999,18.888336,-9999,-9999,-9999,1.2226
2006,7,5,25.4908512,13742,19119,9399,68.2584,-9999,0,-9999,-9999,-9999,2.53222
2006,7,6,26.906688,14967,20752,9.58600000000001,53.8407,-9999,0,-9999,-9999,-9999,1.15946
2006,7,7,20.0372832,19.44,24596,14202,55.4415,-9999,0,-9999,-9999,-9999,0.569919
2006,7,8,24.6619296,20.34,24773,16321,67.7237,-9999,0,-9999,-9999,-9999,0.73004
2006,7,9,21.2832576,20367,25059,15799,87.46,-9999,6.35357952,-9999,-9999,-9999,1.59338
2006,7,10,13.2024384,19464,25146,15259,92.0442,-9999,18.888336,-9999,-9999,-9999,2.11654
